old_url,url_type,post_date,post_modified,word_count,title_ru,topic,recommendation,suggested_new_path,confidence,reason,red_flags
https://makler-realty.ru/курьерские-фирмы-в-городе-сандански/,post,2013-11-28 20:13:38,2013-11-28 20:13:38,502,Курьерские фирмы в городе Сандански,sandanski_pirin,410,,high,"Справочник курьерских служб Сандански 2013 года (145 слов) — устаревшие адреса и телефоны, не гайд.",данные 2013 г.
https://makler-realty.ru/македония-облегчает-правила-въезда/,post,2011-11-27 10:42:27,2013-11-27 10:43:36,533,Македония облегчает правила въезда,other_region,410,,high,"Новость 2011 года о визовом режиме Македонии — не про регион, не про сделку, безнадёжно устарела.",новость от 23.02.2011; описанный режим давно не действует
https://makler-realty.ru/македония-пустит-по-паспорту/,post,2011-02-27 10:43:47,2013-11-27 10:45:07,1028,Македония пустит по паспорту,other_region,410,,high,Перепечатка новости 2011 года о безвизовом въезде в Македонию — чужой материал и мёртвая фактура.,новость 2011 г.; похоже на перепечатку СМИ без указания источника
https://makler-realty.ru/наши-лучшие-предложения-квартир-в-сан/,post,2012-02-29 09:46:22,2013-11-27 09:48:47,771,Наши лучшие предложения квартир в Сандански,listing_like,410,,high,"Подборка конкретных квартир с ценами 2012 года — это витрина объявлений, а не гайд.",цены 26 000-71 000 € 2012 г.; объекты давно проданы
https://makler-realty.ru/недвижимость-в-болгарии/,post,2016-07-08 15:21:17,2025-04-17 06:36:57,1124,Недвижимость в Болгарии,promo_thin,410,,medium,"«Несколько причин купить недвижимость в Болгарии» — рекламный текст общего характера, завершающийся продажей черноморских курортов.","внизу блок «Быстрые ссылки … морские курорты»: Солнечный берег, Святой Влас, Созополь; «лев жёстко привязан к евро» и цены на бензин устарели"
https://makler-realty.ru/недвижимость-в-сандански-двушки/,post,2013-04-27 09:37:18,2025-04-17 06:41:41,468,Недвижимость в Сандански. Двухкомнатные квартиры,listing_like,410,,high,Список двухкомнатных квартир с ценами (121 слово) — витрина объявлений.,цены 33 000-50 000 € 2013 г.; объекты недоступны
https://makler-realty.ru/недвижимость-в-сандански/,post,2013-08-22 09:58:28,2016-06-13 15:49:16,551,Недвижимость в Сандански,sandanski_pirin,merge_into_existing_guide,/ru/locations/sandanski,medium,"Обзорный текст о рынке Сандански (207 слов) — тонкий категорийный текст, его место на странице локации.",упоминает Варну и Бургас как ориентиры спроса; «с начала этого года» без года — текст 2013 г.
https://makler-realty.ru/новый-фильм-о-ванге/,post,2012-10-27 09:33:35,2014-03-16 11:40:28,524,Новый фильм о Ванге,other_region,410,,high,Новость 2012 года о съёмках сериала о Ванге — устаревший инфоповод с рекламой экскурсий.,новость 2012 г.; указан старый адрес офиса (ул. Первого мая 32)
https://makler-realty.ru/нотариусы-в-городе-сандански/,post,2011-11-28 19:58:43,2014-11-06 22:28:43,516,Нотариусы в городе Сандански,sandanski_pirin,410,,medium,"Список нотариусов Санданского районного суда (166 слов) — процедурно релевантно, но это справочник с контактами 2011-2014 гг.",данные нотариусов 2011-2014 гг.; при переносе нужен свежий список из Нотариальной камеры
https://makler-realty.ru/общая-площадь-квартиры-что-это/,post,2011-02-27 10:45:22,2013-11-27 19:18:25,600,"""Общая площадь квартиры"" - что это?",buying_process,migrate_guide,/ru/guides/obshchaya-ploshchad-kvartiry,high,"Объяснение разницы между застроенной и общей площадью (идеальные части) — вечнозелёный процедурный текст, которого нет ни в одном другом материале.",процент общих частей 8-12% (в апарт-отелях 15-20%) стоит перепроверить
https://makler-realty.ru/оформление-сделки-недвижимость-болг/,page,2013-08-26 18:43:51,2016-07-14 13:56:39,871,Порядок оформления,buying_process,migrate_guide,/ru/guides/poryadok-oformleniya-sdelki,high,"Пошаговый порядок сделки: депозит, предварительный договор, нотариальный акт, БУЛСТАТ, декларация в муниципалитете — базовый процедурный гайд раздела.","нотариальная такса 3,5-5% и фиксированные цены услуг (100 €, 500 €, 50 €) устарели; «иностранные физлица не имеют права быть собственниками земли» неверно для граждан ЕС/ЕЭЗ"
https://makler-realty.ru/партньори/,page,2013-08-26 18:45:17,2023-12-20 07:35:53,388,Партнеры,promo_thin,410,,high,33 слова с призывом стать представителем компании в России и Украине — рекламная заглушка.,тонкая страница; призыв к партнёрству неактуален
https://makler-realty.ru/праздники-болгарии/,post,2013-11-04 10:57:40,2014-11-04 15:59:18,1036,Праздники Болгарии,other_region,410,,medium,Календарь болгарских праздников (757 слов) — общестрановая культурная справка вне тем раздела о покупке недвижимости.,перечень праздников не сверен с действующим календарём выходных
https://makler-realty.ru/продажа-квартир-сандански/,post,2011-04-18 10:39:55,2015-03-06 13:19:12,522,Продажа квартир Сандански,sandanski_pirin,merge_into_existing_guide,/ru/locations/sandanski,medium,Тонкий текст о продаже квартир в Сандански (167 слов) — курортное описание дублирует страницу локации.,"расстояние до Софии указано и как 166 км, и как 160 км в одном тексте"
https://makler-realty.ru/русские-в-сандански/,post,2011-04-27 10:29:04,2013-11-27 10:39:20,977,Русские в Сандански,sandanski_pirin,merge_into_existing_guide,/ru/guides/sandanski-klimat-i-lechenie,medium,"Развёрнутое описание бальнеологии и климата Сандански (612 слов) — сильный материал, но по теме совпадает со сводным гайдом о климате и лечении.",цель создаётся из https://makler-realty.ru/sandanski-сандански/; медицинские утверждения о лечении астмы требуют осторожных формулировок
https://makler-realty.ru/сандански-болгария/,post,2013-04-27 10:19:01,2016-06-13 17:39:03,1759,Сандански Болгария,sandanski_pirin,merge_into_existing_guide,/ru/guides/doroga-sofiya-sandanski,high,"Путевой очерк София — Сандански (1421 слово), на 97% совпадающий с более новой версией того же текста.",почти полный дубль https://makler-realty.ru/сандански/ (Жаккар 0.97); вступление противопоставляет Чёрное и Эгейское моря
https://makler-realty.ru/сандански-лечение-астмы/,post,2013-11-09 10:58:24,2016-06-26 10:08:10,823,Город Сандански. Лечение Бронхиальной астмы.,sandanski_pirin,merge_into_existing_guide,/ru/guides/sandanski-klimat-i-lechenie,medium,"Личный отзыв о лечении астмы в Сандански (469 слов) — живой материал, но тематически это часть гайда о климате и лечении.","цель создаётся из https://makler-realty.ru/sandanski-сандански/; «Средиземное море всего в 100 км» — морское позиционирование Сандански; перечисляет Варну, Бургас, Поморие, Солнечный Берег, Несебр; медицинские заявления требуют оговорок"
https://makler-realty.ru/сандански-лечение/,post,2011-04-27 10:22:13,2016-07-14 13:29:53,543,Сандански лечение,sandanski_pirin,merge_into_existing_guide,/ru/guides/sandanski-klimat-i-lechenie,medium,Перечень показаний бальнеолечения в Сандански (184 слова) — фактурный блок для сводного гайда о климате и лечении.,"цель создаётся из https://makler-realty.ru/sandanski-сандански/; списки заболеваний — медицинские утверждения, нужна юридическая и медицинская вычитка"
https://makler-realty.ru/сандански-лучший-спа-курорт-2009-года/,post,2010-08-27 10:41:42,2014-01-18 20:21:57,513,Сандански – лучший СПА-курорт 2009 года.,sandanski_pirin,410,,high,Новость 2010 года о звании «лучший СПА-курорт 2009» (161 слово) — инфоповод шестнадцатилетней давности.,новость 2010 г. о награде 2009 г.
https://makler-realty.ru/сандански/,post,2016-07-30 10:50:12,2025-04-17 06:38:51,1801,Сандански Болгария,sandanski_pirin,migrate_guide,/ru/guides/doroga-sofiya-sandanski,high,"Лучшая версия путевого очерка София — Сандански (1459 слов, правился в 2025) — сильный региональный контент о Струме, Рило-Пиринском крае и самом городе.","первый абзац противопоставляет Сандански Чёрному морю и ведёт «в сторону моря» — переписать, чтобы не подавать Сандански как морское направление; упоминает Варну, Бургас, Золотые пески"
https://makler-realty.ru/статьи-о-болгарии/,page,2013-10-19 17:51:40,2014-01-13 19:43:06,547,Статьи,promo_thin,410,,high,Страница-рубрикатор «Статьи» с обрывком чужого очерка (196 слов) — навигационная заглушка.,тонкая страница-индекс; текст обрывается на середине
https://makler-realty.ru/строительство/,page,2013-10-19 17:47:22,2013-11-14 14:50:48,597,Строительство,promo_thin,410,,medium,"Описание строительных и отделочных услуг агентства (245 слов) — коммерческое предложение, а не гайд.",услуги и подрядчики 2013 г. не подтверждены
https://makler-realty.ru/такси-в-сандански/,post,2013-11-29 10:32:52,2014-07-30 12:53:25,475,Такси в Сандански,sandanski_pirin,410,,high,Список такси Сандански с тарифами 2013 года (125 слов) — устаревший справочник.,тарифы 0.80-0.87 лв./км 2013 г.; переход на евро с 2026 обесценивает цены в левах
https://makler-realty.ru/такси-из-софии-в-сандански/,post,2013-11-14 14:57:46,2025-04-17 06:39:53,504,Трансфер София Сандански,sandanski_pirin,merge_into_existing_guide,/ru/guides/kak-dobratsya-do-sandanski,medium,"Страница трансфера София — Сандански (159 слов) — на 80% совпадает с двумя другими трансферными страницами, место в едином гайде «как добраться».",цель создаётся из https://makler-realty.ru/как-доехать-из-софии-до-сандански/; цена 95 € — 2013 г.; сильное совпадение с /трансфер-салоники-сандански/ и /трансфер-софия-банско/
https://makler-realty.ru/трансфер-салоники-сандански/,post,2013-11-14 15:11:49,2023-12-20 07:27:00,515,Трансфер из аэропорта Салоники до города Сандански,sandanski_pirin,merge_into_existing_guide,/ru/guides/kak-dobratsya-do-sandanski,medium,"Страница трансфера Салоники — Сандански (162 слова) — тот же шаблон, склеивается в общий гайд «как добраться».",цель создаётся из https://makler-realty.ru/как-доехать-из-софии-до-сандански/; цена 120 € — 2013 г.; шаблонный дубль https://makler-realty.ru/такси-из-софии-в-сандански/
https://makler-realty.ru/трансфер-софия-банско/,post,2013-11-14 17:23:41,2023-02-24 07:25:39,476,Трансфер София Банско,other_region,410,,high,"Трансфер София — Банско: Банско вне зоны интереса нового сайта, а страница дополнительно продаёт черноморские трансферы.",блок ссылок «Трансфер Бургас — Солнечный берег» и «Трансфер Бургас — Святой Влас»; цены 100/140 € 2013 г.
https://makler-realty.ru/уборка-квартир-сандански/,post,2013-06-04 09:20:15,2016-06-13 16:25:48,471,Уборка квартир и домов в Сандански,promo_thin,410,,high,Прайс на уборку квартир (112 слов) — коммерческая заглушка с ценами в левах 2013 года.,цены 1-7 лв. 2013 г.; подрядчик «Сити Клийнинг» не подтверждён
https://makler-realty.ru/услуги-в-сандански/,page,2013-07-13 18:17:42,2014-04-28 17:14:48,389,г.Сандански. Услуги.,promo_thin,410,,high,"Страница-индекс «Услуги в Сандански» из семи ссылок (38 слов) — навигация, а не контент.",тонкая страница; все семь целей ссылок рекомендованы к 410
https://makler-realty.ru/услуги-в-сандански/информация/,page,2013-10-19 17:57:03,2013-11-14 14:46:05,613,Информация,other_region,410,,medium,Общая справка о географии Болгарии (269 слов) — общестрановой текст без связи с регионом и сделкой.,хвалит пляжи с «Синим флагом» — морское позиционирование; данные не сверены
https://makler-realty.ru/услуги-недвижимость-болгария/,page,2013-08-26 18:45:28,2023-12-20 07:36:57,562,Услуги,promo_thin,410,,high,"Прайс-лист услуг агентства (212 слов) — коммерческий документ, который должен жить в CMS, а не гайдом.",цены 100-500 € и комиссия 3% — редакция 2013-2023 гг.; публиковать только после подтверждения брокером
https://makler-realty.ru/чудодейственные-места-в-болгарии-зла/,post,2013-11-08 10:49:39,2014-11-03 21:11:45,1726,Чудодейственные места в Болгарии! Деревня Златолист.,sandanski_pirin,migrate_guide,/ru/guides/zlatolist-prepodobnaya-stoyna,high,Очерк о деревне Златолист и преподобной Стойне (1411 слов) — уникальный краеведческий материал о ближайших окрестностях Сандански и Мелника.,маршрут описан по трассе Е-79 до постройки автомагистрали Струма; часть фактов о храме требует сверки
https://makler-realty.ru/экскурсии-в-городе-сандански/,post,2013-11-30 17:53:57,2014-01-09 17:47:53,646,Экскурсии в городе Сандански,sandanski_pirin,merge_into_existing_guide,/ru/guides/dostoprimechatelnosti-sandanski-melnik,medium,"Расписание экскурсий по Рожену, Мелнику, Рупите и Рильскому монастырю (291 слово) — фактура для гайда о достопримечательностях.",цель создаётся из https://makler-realty.ru/достопримечателности/; расписание по дням недели 2013 г. недействительно
https://makler-realty.ru/экскурсии-в-сандански/,page,2013-10-19 17:46:10,2014-05-24 06:03:05,620,Экскурсии,sandanski_pirin,merge_into_existing_guide,/ru/guides/dostoprimechatelnosti-sandanski-melnik,medium,"Прайс экскурсий по региону (272 слова) — те же объекты, что и в гайде о достопримечательностях.","цель создаётся из https://makler-realty.ru/достопримечателности/; цены 10-150 BGN 2014 г., плюс переход Болгарии на евро"
https://makler-realty.ru/balcon/1/,page,,,466,,listing_like,410,,high,"Страница фасетного фильтра каталога (балкон, стр. 1) — в дампе WordPress ей не соответствует ни один пост.","фасет каталога, не контент; поисковая выдача нового сайта noindex и не может быть целью редиректа"
https://makler-realty.ru/balcon/2/,page,,,429,,listing_like,410,,high,"Страница фасетного фильтра каталога (балкон, стр. 2).","фасет каталога, не контент"
https://makler-realty.ru/balcon/3/,page,,,367,,listing_like,410,,high,"Страница фасетного фильтра каталога (балкон, стр. 3).","фасет каталога, не контент"
https://makler-realty.ru/balcon/4/,page,,,384,,listing_like,410,,high,"Страница фасетного фильтра каталога (балкон, стр. 4).","фасет каталога, не контент"
https://makler-realty.ru/bedroom/1/,page,,,387,,listing_like,410,,high,"Страница фасетного фильтра каталога (спальни, стр. 1).","фасет каталога, не контент"
https://makler-realty.ru/bedroom/2/,page,,,460,,listing_like,410,,high,"Страница фасетного фильтра каталога (спальни, стр. 2).","фасет каталога, не контент"
https://makler-realty.ru/bedroom/3/,page,,,446,,listing_like,410,,high,"Страница фасетного фильтра каталога (спальни, стр. 3).","фасет каталога, не контент"
https://makler-realty.ru/bedroom/4/,page,,,386,,listing_like,410,,high,"Страница фасетного фильтра каталога (спальни, стр. 4).","фасет каталога, не контент"
https://makler-realty.ru/bedroom/5/,page,,,397,,listing_like,410,,high,"Страница фасетного фильтра каталога (спальни, стр. 5).","фасет каталога, не контент"
